Emotion,Comment
guilt,"The time I was at secondary school during the holiday I appeared  
to my father while heavily drunk and I talked nonsense like in  
some sort of carefree."
joy,"This came in when at one time I met a girl who I didn't expect to  
fall in love with me. Fortunately I tried my luck and she accepted  
my proposal. At the same time she was giving me a lot of money  
which was just like a miracle to me."
fear,When I was travelling at night.
anger,"I experienced this when one of my friends reported to the  
Headmaster that I had gone out for beer, whilst the information  
was not true at all. So I had to fight the friend before the  
Headmaster."
sadness,When I was at school.
shame,"This was when one of the Clinical officers scolded us in the  
hospital on how to make beds but we did not deserve to be  
scolded."
joy,"That was soon after the results of the interview which nearly  
9,000 people attended in all the three regions of Malawi. My joy  
came after hearing on the radio that I was one of the people  
selected to undergo the Medical Assistant training at the  
L.S.H.S."
fear,"Fear came towards the end of May when the P.T.S. results were out  
after hearing the failure of my fellow three friends."
anger,"I was once this week angry when soemone trying to compress my  
mind due to his nonsense speech which himself could not tolerate  
at all."
shame,"I was very ashamed when I was neglected by a certain friend whom  
I was thinking loved me very much."
guilt,"I once felt guilty when a certain passenger in the same (ship,  
plane ?) which I boarded when coming from home lost his 10t which  
in fact fell into my pocket unknowingly."
joy,"It was when I was selected to go to a Secondary school to start  
form I."
fear,"It was when I stepped on a python (snake) unknowingly while it  
was sleeping near a baobab tree."
anger,"It was when my friend had stolen my money (K10) and had  
disappeared."
sadness,"It was when my father was taken into detention by the CIDS for  
two years for a reason I don't know up to now."
disgust,"It was when I drunk urine during my childhood thinking it was  
water. My friend had urinated in the tin."
guilt,"It was when I injured a friend accidentally with a stone. It made  
a cut on the cheeks which resulted in suturing."
joy,"Time had struck 8 o'clock when I heard from the radio that I had  
been selected to Robert Blake Secondary School for Form I. I was  
very happy for the selection. My parents and I were very happy  
and full of joy."
fear,"My brother had bowel obstruction, having heard that he was going  
for surgery, I was afraid he might not come back to life after  
hearing of the General Anaesthesia."
anger,I felt very angry after one driver had run over my beloved niece.
guilt,"I felt guilty after hearing that my girlfriend with whom I had  
spent most of my time was pregnant."
joy,"When I heard that I had passed Primary School Leaving Certificate  
and was selected to go for Secondary education."
fear,"When I heard that there is teasing and bulling at Secondary  
School."
sadness,When I heard that my father had passed away.
disgust,When I vomitted a lump of blood.
shame,"When a certain girl I believed to be my life partner refused an  
engagement."
guilt,"When I didn't notify someone that he was summoned by a headmaster  
and as a result he ended being on a heavy punishment."
joy,"I met my girlfriend on the way and she joyfully welcomed me on  
the way home."
fear,"One time I set up my journey at night going to a certain bar. On  
the way I met my friends and they told me that two people had  
died because of heavy fighting. I proceeded on but with fear."
anger,"An incident occurred to me when I was going home with my  
girlfriend. On the way, a man named Banda grabbed my girlfriend  
in my presence. I was really angry with him and as a result I  
threw stones at him and he ran away."
disgust,"I was really disgusted when I saw one of my friends soiling on  
his clothes. I thought he was mad."
joy,"I felt happy when I saw my brother at the bus depot after 3  
months without seing each other."
fear,"When we were going to Nkhoma last Saturday the vehicle was moving  
very fast, so I feared we might crash since the road was too  
rough."
sadness,"I felt very sad when I lost my three Kwacha at civo Stadium when  
Sam Mangwana was playing some Rumba records. That was not what I  
expected, I wanted some Disco records."
shame,"It was when we were beaten or lost the football match by 5-1 and  
then I scored the third goal to my own side."
fear,"It was last week on Saturday night when I was at Mchesi. I feared  
to cross the Lilongwe River Bridge to come back to School due to  
darkness - until somebody had to escort me."
anger,"It was at Malawi Army, Dormer Squadron, when some of my workmates  
got promoted to Seargents (sgts); we were having similar  
Ranks."
disgust,"In May somebody blamed me that I made him to be caught while  
peeping during the Nursing Test which made me feel disgusted."
guilt,"It was on January 1st 1985 when I accidentally broke a Fanta  
bottle in a certain bottle store in Zomba."
joy,"I felt joy when I heard over the radio that I had been successful  
in my Primary School Leaving Certificate Examination and was  
selected for Secondary School."
fear,"One day I was busy day dreaming along the road and suddenly I  
heard the sound of jamming car braked behind me. I woke up from  
my dreams and it was about to crash me."
sadness,"It was on 9th January 1983 when I received a message from home  
telling me that my father passed away on the previous day with a  
history of cancer of the oesophagus. This time I was doing my  
third year of my Secondary School."
disgust,"I was stopped from entering a party while I was at School but I  
had an Invitation card with me. This was done because they said I  
was too young to join elderly people."
shame,"In 1972 I failed my Examination because of my own crooky  
behaviour of dodging from Examinations."
guilt,"A child was admitted in hospital with Meningitis. I was asked to  
do lumber puncture to obtain Celebral Spinal fluid for diagnostic  
purposes. Since the condition was already bad, the child died as  
soon as I finished the procedure."
fear,"When it was found that I had gone out of the school premises  
without permisssion and at the wrong time."
anger,"When a classmate hit me on my occipital region when I was busy  
studying and concentrating on my classnotes."
disgust,When somebody made me touch human faeces.
shame,Soiled my short trousers with faeces.
joy,"When I heard my name being announced on the radio that I had been  
successful in an interview for admittance for a medical Assistant  
training course. I was really happy and I enjoyed myself by  
dancing to music from the Radio cassette."
fear,"One time I was injured when I was playing football at School in  
Blantyre. I was brought to the hospital while my leg was totally  
swollen. The x-rays confirmed there was no fracture but  
collection of blood n the muscles. I feared when they started to  
incise the swollen part with surgical blade."
anger,"One day I was really angry when all my food was eaten by a dog.  
My anger was against my mother because she was careless. She  
didn't keep the food in a hidden and proper place."
disgust,"One time at the hospital I passed near the intensive care room.  
The offensive smell that came out disgusted me in such a way that  
I didn't even dare to enter the room."
shame,"At one occasion I was ashamed of being refused after a proposal  
for a friendship with a certain girl. I was ashamed because she  
refused publically in the presence of my fellow friends."
joy,"When I was selected to start Form I at Chilumba Secondary School  
out of the 100 pupils I was among the 4 who were successful.  
Family History showed that I had done better than all my brothers  
who had passed after repeating for several times."
fear,"We went fishing some 5 or 8 kilometers off the shore of Lake  
Malawi. Before we could settle down the lake became very rough to  
the point of threatening our lives."
anger,"I was angered by a classmate who poured soup on to my clothes. He  
was trying to use a short-cut method in getting his supper.  
Coming behind my back, he wasn't noticed by me and as I was  
retreating from a hungry congested people I knocked his plate  
with my head. He didn't accept being wrong but blamed me for  
pouring his soup."
disgust,"I was dancing Malipenga (traditional dance). I exaggerated the  
steps I was supposed to make in the negative way. This happened in  
front of spectators. It was bad for our Boma (group) because I  
was on the front line where ability is displayed and it is this  
ability that counts when choosing the winning side."
guilt,"I argued with my father on matters concerning marriage.  
Traditionally speaking, I was not supposed to, so I felt guilty  
of violating my traditions which I must hold in esteem."
joy,"I passed my MCE Examination. at first I was worried but when I  
heard my name I had joy in my heart and I arranged for a trip to  
attend a wedding ceremony."
fear,"I was studying in class at night. I was in Form II by then. There  
were rumours about an earthquake. That night dogs were chasing  
one another and passed through the window outside the classroom.  
Those who saw the dogs thought it was a lion and were terrified.  
Trying to run away the desks were dragged and there was a shaking  
movement. I thought it was an earthquake and jumped out of the  
window."
anger,Someone told a lie that I had stolen his money.
disgust,"I felt disgust when I received visitors at an odd hour. I was  
seriously preparing for Examinations, so I did not appreciate  
their coming."
joy,"I met a certain lady at Mchesi and I proposed a word of love to  
her and at the same time she accepted my proposal."
fear,"My father gave me money for school fees and I didn't pay school  
fees instead I spent it on beer and did not tell him about this."
disgust,"It happened that one of my best friends just took my shirt  
without my knowledge, I hadn't put it on for many days and I was  
short of clothes."
shame,"I had high-heeled shoes one time, but a certain girl who saw the  
shoes told me that they were out of fashion and I looked as an  
old man when I was in those shoes."
fear,"As we were going to Area 10 a dog chased me. I was afraid it  
might bite me."
anger,Brother took my money to use for his own purposes.
disgust,"After buying a ticket, I lost it before I reached my destination  
and the bus Inspector dropped me at a place I didn't know."
shame,"I was very much ashamed after a friend beat me at school and I  
was defeated."
fear,"When one of my relatives went out at night leaving me and my  
friend alone, I cheated my parents that she didn't go out, after  
they had heard that she was out, I was afraid that she might have  
beaten me."
anger,"When someone took my writing materials yet I was to write  
Examinations in a few minutes."
sadness,When I failed my Standard 8 Examination for the first time.
anger,"I felt angry at one time when I was chatting with friends and  
suddenly another friend joined us and started opposing any  
comment I added to our chatting."
shame,"I felt shame when I was asked by my cousin that I promised to buy  
her a birthday present but I didn't buy it for her in front of  
friends."
guilt,"I felt guilt when my friends were punished to slash grass at the  
gound because of making noise in class. I was in the group of  
noise-makers but I denied having done any noise."
anger,"My best friend started moving out with my boyfriend. When I heard  
this my heart sank because I didn't expect that my own good  
friend could do such a thing, so I got angry."
sadness,"I was sad when I heard that my cousin died because of being  
bewitched by her husband's second wife."
disgust,"My friend promised to take me out for a movie but he didn't turn  
up."
guilt,"I went to my boyfrien's house. There I found clothes of a certain  
girl. Without asking whose clothes they were I started tearing  
them only to realise that they were his sister's and so I felt  
guilty."
joy,When I was selected to come here.
anger,"This was when my boyfriend told me that I was double-crossing him  
with a certain boy."
disgust,"I went to a party and there were some cakes which weren't good  
and had a bad smell."
shame,"One day I was supposed to go to a movie with my boyfriend. In the  
morning I went to see my Auntie and I didn't come back up to  
evening."
sadness,"I was watching T.V with my parents and some pornographic scenes  
came on, I felt uncomfortable and tried to distract my parents  
attention by talking to them."
disgust,"I saw a program on T.V where they had to saw a skull for an         
operation."
joy,When I had my first boyfriend.
fear,"I and my cousin went to a filmshow at night. We went without  
making it known to my mother. While we were there at interval, I  
came across my mother just close to where we sat."
sadness,"When I was transferred from Chichiri Secondary School to St.  
Mary's Sec. School. I was happy at Chichiri as a day scholer and  
had made a lot of friends. I was going to a boarding and that  
meant parting with my friends as well as my boyfriend for the  
first time."
disgust,"I felt disgusted when my cousin decided that she would stop  
going to school saying she wanted to get married. She was only 14  
years by then and she didn't understand what she was thinking."
shame,"When I failed my Primary school leaving Examinations. I never  
thought I would fail. When I heard I had failed I really felt  
ashamed of myself."
guilt,"One time I felt guilty when I told one of my previous boyfriends  
we were through just because I never felt like having one at that  
particular time."
joy,"I was filled with joy when I heard that I had been selected for a  
University course."
anger,"One day I was angry with my friend who went into my drawer and  
took a piece of paper on which I wanted to write a letter and  
used it for her business without my knowledge."
sadness,"It was shocking news to me when I received a telegram from home  
telling me that my grandmother had passed away. I had to go home to attend  
the funeral but unfortunately I found that the burial had already  
taken place."
shame,"I was ashamed with my biology lecturer when he asked me a  
question and I could not answer it."
guilt,"One day I was chatting with children at home. Then I took a lump  
of soap and gave to one of them pretending that it was a sweet. I  
thought the child would realise that it was not. Unfortunately he  
did not and he put it in his mouth."
fear,"When the week for Exams came. I got afraid as to how I would  
tackle the questions."
anger,"Last week a friend of mine called on me and said I was moody and  
difficult to persuade. With this I got angry with her."
sadness,I experienced this emotion when my grandfather passed away.
disgust,"In my village there was this tax collector who used to cheat  
people and collected more than was wanted, the surplus was for  
his family and himself."
shame,"I felt ashamed when my lecturer said in class that I  
happened to be the dullest of all."
guilt,"I felt guilty when I was found to be the chief leader of making  
noise in class."
joy,When I received a beautiful birthday gift form my parents.
fear,When I was called for an Interview at Kamuzu College of Nursing.
guilt,"When I promised to visit my boyfriend and I didn't fulfil the  
promise."
joy,"I had stayed for months without seeing mother because our  
holidays were short and my home is far. Some times, mother came to  
see me at school, I was very joyful, and I didn't want her to go."
fear,"One day during our clinical practices, we had a very ill patient.  
Unfortunately the patient passed away. I had seen him dying and  
it was the first experience. During the night I became afraid  
fearing the dead body."
anger,"It was during the beginning of the term. I had K100 and kept it  
in my handbag. I left the handbag in the wardrobe but didn't  
lock it. Next time I found that K30 were stolen."
disgust,"I felt disgusted when my appointment to meet the E.N.T.  
specialist had been turned down. The specialist came from U.K.  
and went the same day and we do not have one."
anger,"I went to a fair where a guy who was drunk kept bothering me and  
in the end I got really angry."
shame,"We were writing Primary school leaving Examinations when I had  
fallen at the steps going into the Exam room."
guilt,"I was keeping a friend's Library book which went overdue. My  
friend was charged for the delay in returning the book to the  
Library. I felt guilty when I realised I was responsible."
fear,"I was alone walking in a deserted part of the city and I had some  
fear that some men would attack me and rob me."
sadness,I lost my purse that had money in it. I was sad until I found it.
guilt,"Before going to school I usually take something to eat right at  
school and this time I took Father's money without him knowing  
it. I felt guilty and I returned the money."
joy,"The day I was told that I had passed my Malawi School leaving  
Exams and I was selected to go to college."
anger,"I was angry when someone stole a magazine which I had borrowed  
from another friend and locked it in a drawer."
sadness,"When my best friend promised to come at my house and I had to  
prepare so many expensive things for her but only to learn at  
last that she would not turn up."
disgust,"I felt disgusted one day when, as we were eating, a child  
defecated on the table side."
guilt,"I felt guilty one day when I stole a slice of bread in a  
cafeteria."
joy,When I had passed MCE examinations.
anger,"I was angry when my friends said that I should not receive  
Nursing Science books because there was a rumour that I was  
intending to leave the college."
shame,"I was ashamed of being laughed at by my colleagues when I failed  
to answer a question in the classroom."
fear,"I was afraid to walk through the forest one day when I dropped  
off the bus around 6.30 pm."
disgust,"I felt disgusted when somebody told me that my previous boyfriend  
was her boyfriend."
shame,"I was ashamed when my boyfriend went to sit with another girl  
when he invited me to come to watch Drama festival."
guilt,"I felt guilt to have come back from home without seeing my father.  
When I went home he was at work."
joy,"The time I learnt that I had passed my Malawi School leaving  
Certificate Examinations."
fear,Afraid of a dead body.
anger,A tailor ran away with my skirt.
sadness,Cooks refused to give me food.
shame,"I was ashamed when I was being introduced to the church  
congregation."
guilt,I cheated my boyfriend.
joy,A boy I had been admiring so much asked me to go out with him.
fear,"I was playing with friends then I decided to splash some sand  
into a car which was moving nearby. The driver got angry and came  
to report to my parents."
anger,"Sometime back another girl who was in terms with my ex-boyfriend  
came to shout at me at twelve midnight. It was because she  
thought I was still interested in the boy."
sadness,"In May 18th, 1984 my boyfriend went to the U.S.A. In December I  
was told he passed away. He had cancer of the Oesophagus."
shame,"My father who is very quiet discovered I was going out with a  
coloured boy. He called me names and was really upset."
joy,"When I passed standard 8 exams I jumped, rolled over the ground."
anger,"I was furious when the teacher pointed out in class that I  
was the quietest girl in class."
sadness,"It was extremely sad to me when I heard that a patient who I was  
taking care of in hospital had passed away. He had some abdominal  
pains."
disgust,"I felt this situation when a certain woman from a close village  
shouted at my mother because she didn't get what she wanted, she  
wanted some salt to put in her relish."
shame,"I was ashamed when I got the lowest result (mark) in class. All  
the same I didn't worry too much because I knew I would have got  
much better if I had read enough."
guilt,"At one time while at primary school I lost a pencil case of a  
friend and I didn't mention it to her until after a fortnight."
joy,The time I first saw my cousin who is living in Tanzania.
joy,"I was filled with joy when I heard that I had passed my Secondary  
school leaving certificate exam."
fear,"I was afraid when my mother left me alone to live in our house  
for one month."
anger,I was angry when my boyfriend did not turn up as promised.
sadness,"I was very sad when I heard that my uncle had passed away  
untimely at home."
guilt,"I felt guilty when I tore a photograph I found at my boyfriend's  
place only to realise that it was his sister who was on the  
photograph."
joy,"When my boyfriend came form Rumphi to Lilongwe for a visit I was  
very happy to see him and couldn't believe it was him with me."
fear,"When I dream of anything terrifying I used to have fear for the  
rest of the day that the dream might come true e.g., being beaten  
(or eaten ?) by a snake."
anger,"I had been in love with a certain young man who pretended to love  
me but one day I found out that he had another girlfriend who was  
also a friend of mine."
sadness,"I wrote a letter to my boyfriend but he couldn't answer it in  
time so as a defence mechanism I just found that I felt so sad  
about it and couldn't talk to anyone."
disgust,"Once I offended a friend, instead of her coming to me to ask and  
discuss the matter she was just telling other people about it and  
say all she could about me."
shame,"I was once chatting with friends. Then some boys came and joined  
us. These boys took all my 3 friends away and I was left alone in  
shame without knowing where to go from there."
guilt,"One day I found an incontinent man in the ward. This patient had a  
guardian who couldn't give him a bath. So I just left him like that  
but felt guilty until I went back to give him a bath."
joy,"When I heard that I had passed my end of first year exams and I  
was ready to enter 2nd year because I felt I had failed as they were  
very hard."
fear,"I broke a window of a neighbouring house and I feared my mother's  
judgement and action on what I had done."
anger,"The headmistress at a secondary school accused me of banging the  
classroom door when I didn't in front of the whole class."
sadness,"I received a message that my elder brother was involved in a car  
accident and was admitted in hospital."
disgust,"The carterer refused to give me sugar to add to my tea saying  
that there was no sugar whilst it was there, so I left the cafe  
disgusted without taking the tea."
fear,When a thief entered the house in which I was sleeping.
anger,When my dress was stolen.
sadness,When my grandmother died after a long illness.
disgust,"When I boarded Yanu Yanu bus I sat near a man who was smoking  
tobacco."
shame,When I refused to fetch water for my aunty while she was busy.
joy,"I was very joyful when I heard that I had passed the standard 8  
exams. The day I heard the news was the day I celebrated my  
birthday."
anger,"I was angry at the Cafeteria when the cook scolded and said many  
bad things about me without reason. He thought I was among the  
girls who did him wrong."
guilt,"I felt guilty because I stole some sweets from my father's  
grocery. When he asked me who stole the sweets I told him it was  
my brother who stole the sweets and he was scolded."
fear,"When I heard that my father had found a letter from my boyfriend  
and he was calling me to talk about it."
anger,"When a certain boy went about saying that I am his girlfriend. I  
wrote him an insulting letter to him and called him names."
sadness,"When I heard that my father had passed away. I could not eat for  
a week and was only crying. I could not find the courage to go to  
bath."
disgust,"When a boy I hated most in our classroom took my T Jersey from my  
desk and put it on."
guilt,"When I insulted my young sister for a very little misconduct of  
putting on my shoes. She wrote me an apology letter and the  
message she included made me feel guilty."
fear,"I was on my way home when suddenly Gule Wamkulu came from the  
bush and blocked the road. I was in fear and didn't know what to  
do."
anger,"A certain man went to my parents and told them that I was married  
here, when I am here at school. When I went home for holidays my  
parents asked me about it and I was angry with that man."
sadness,"When I went home on holidays I found that my niece and nephew had  
passed away I was very sad for the children were not even sick  
before death but suddenly died."
shame,"I wore a dirty dress a certain day I was going to town I met an  
old friend who made a comment about my dress so I felt ashamed."
joy,"I was joyful when I received a present (2 books and a pencil)  
from the headmaster in standard 6 because I had passed, I became  
No 1 and he said I was one of the pupils who had good behaviour."
fear,"I went to the prayer meeting at night and unfortunately the car  
broke down, so my other sister said I had to walk alone from  
Ndirande to Chirimba at around midnight. So we reached home at  
1 am. I was afraid of robbers and dardness."
anger,"I was angry the other day because the teacher told me to sweep  
some orange peels. It was my friends who were supposed to sweep,  
but the teacher told me to do it."
sadness,"I was very sad when I heard that my brother had failed the  
standard 8 exams for the third time."
disgust,"I was very disgusted the first day I went to put a dead body in  
the Mortuary. There were many dead bodies and some were uncovered  
so we had to put on top of the other bodies."
guilt,"I felt guilty the other day because I took two pieces of bread  
instead of one in the Cafeteria and some of the girls were short  
of bread."
joy,"I was happy to hear that my sister had won a prize at running  
competition."
fear,"I was afraid when I met my Uncle because this time I was with my  
boyfriend I thought I was not going to be given pocket money."
sadness,I was sad to hear that my brother had a motorbike accident.
disgust,"I was disgusted when my little sister had been hit badly by her  
friends."
joy,When my brother bought me a nice pair of shoes from South Africa.
fear,"I was asked to join my friend in a boat at Mangochi Lake Malawi  
and when making a turn, it seemed as if the boat would sink on  
the side."
anger,"Somebody took my wristwatch and promised to have it mended and  
later was telling me that he couldn't give it back to me because I was  
rude at a certain time."
shame,"When a certain drunk man slapped my buttocks when I was quietly  
standing waiting for a bus."
guilt,"I borrowed my friend's radio cassette and the plug cracked and  
some pieces broke off when the plug dropped off my hands."
anger,"The patient whom I expected to get well suddenly passed away  
after he showed had his meals."
disgust,"I was told I shouldn't visit my sister because the holiday was  
short."
shame,I was the last among the list of failures in my class of Biology.
fear,"Sometime back I used to stay with my mum alone then time came  
when dad joined the family from his working place I found myself  
having fear for him for no cause at all."
sadness,"When I heard of the death of a friend who had just finished her  
training I felt very sad for she was young."
shame,"Sometime back I was coming from the wards and lice were all over  
my uniform since patient's blankets have a lot of lice. It  
happened that my boyfriend picked some lice from my white uniform.  
I was so ashamed."
joy,"I felt joyful when I heard that I had been selected for College  
education."
fear,"I was fearful when I realised that the relish was overcooked  
simply because I was not keen enough at checking whether there  
was still enough water in the relish or not, instead I was just  
playing with my friends."
anger,I felt angry when my friend told me that I had stolen her money.
sadness,"I felt sad when I heard that my cousin had passed away just  
suddenly."
shame,"I flet shameful when I learnt that I cooked Nsima which was full  
of lamps in it."
guilt,"I felt guilty when I learnt that some of friends found the  
finished at the Cafeteria because I took food which was more than  
my share."
joy,"I received money from my father at a time when I was completely  
broken."
fear,"My friend had been telling me about a certain bird which when it  
cries at night it's the sign that someone will die. So one night I  
was alone in the house and I heard the cry of the bird and I was  
afraid."
anger,"One of my friends went and told another friend of mine that I was  
going abut with another guy in Lilongwe besides the one I had.  
She said I was seen with him hand in hand."
sadness,I received a letter form home telling me that my sister was very sick.
disgust,"Somebody went around spreading news that I like people with  
money."
shame,I fell off a bike in the presence of a lot of people.
guilt,"A person misinterpreted what I had told her. I had told her that  
I had failed to insert a NasoGastric tube but she went and  
scolded the patient that she was being uncooperative."
joy,"I was selected to come here (University, College) when I was least  
expecting it."
sadness,"My child passed away after a short illness when he was just  
eleven months old. I was only told about his death without  
knowing that he had been ill."
shame,"I just opened the bathroom without knocking not knowing that  
someone was bathing inside, it happened to be my father."
guilt,"I beat my young sister because she refused to wash plates. She  
started crying and I felt sorry and guilty for what I did."
fear,Fighting with class mates in Highschool.
sadness,Failing examn.
disgust,Given duty by the leaders which I do not like to do.
shame,Did not finish homework.
guilt,"Make a mistake, offended my friend."
fear,Walking on a dark street with noone around.
anger,My friend misunderstood me.
disgust,Class leader told me to collect homework for him.
shame,Did not finish homework.
joy,"Found money on the road and returned it to the owner through  
police."
sadness,My girl-friend left me.
disgust,People not cueing in the college dining room.
shame,Saw the film about Eight Nations Army conquering Beijing.
guilt,"No ideal result in the University entrance examn, guilty to  
family and friend."
fear,Telling my parents that I did not well in an examn.
anger,My bed sheet (present of my parents) damaged by roommate.
sadness,Not being accepted by classmates in university.
guilt,Not handing in homeworks in time.
joy,Got a present from my friend for my birthday.
fear,"Lost my purse, the money in the purse belonged to my parents."
anger,"South Korea winning more gold medals in the Asian Olympic (more  
than China)."
disgust,Saw my roommate messing up our room.
joy,"Coming to this lecture and listen to you talking about feelings,  
I am so happy that foreigners have the same feelings as Chinese."
fear,Damaged the tap in the residental Hall.
disgust,Saw my brother-in-law insulting my sister.
shame,My sister was afraid of her husband.
joy,Discussing psychology with my friends before the lecture.
fear,"Waking up from a bad dream in a dark night with noone else  
around."
anger,"I could not find my monthly tickets for the bus when I was on the  
bus."
sadness,"Two little children (5/6 years old) begging for money, and noone  
gave them money."
shame,"Sitting on the bus seats supposed for disabled people, children  
and old people (by mistake)"
guilt,Passing by a good friend's home without coming in to visit him.
joy,You told me psychology can help people to be happier.
anger,Bus conductor insulted me for not buying a ticket (I forgot).
sadness,Saw a father beating up his small child.
shame,"Not quick enough to help the lectors to catty things for the  
lecture."
guilt,"My mother wrote me and said that I would not writ enough letters  
home."
joy,My parents came to visit me.
fear,Could not find my way out in the college building at night.
anger,Saw in the TV South Korea cheating in the Asian Olympic games.
disgust,A girl I do not like kept coming to me and talking to me.
shame,Failing an examn.
guilt,Made a misjudgement in a football match.
joy,My friend told me he really likes me.
fear,Getting lost in a strange place.
anger,South Korea cheating for gold medals.
sadness,"My friend has to go on field trips, he just told me."
disgust,When I was the South Koreans on the TV.
shame,Zhu Jianhau did not break the world record for China.
guilt,Unable to help my mother to cook.
sadness,"Hearing about developments of sience in the West a lot better  
than China."
disgust,Some foreign students playing loud music late at night.
shame,Not being able to be selected for the dancing team.
joy,Scoared a goal in a football match.
disgust,Someone called me a disgusting nickname.
disgust,A woman picked her nose and spit right next to me.
shame,Not brave enough to take up a challenge in a group discussion.
guilt,Not being a good host for a friend from a far away place.
shame,Not being able to have a party at home with friends.
joy,"Being miserable in a party when other people are friendly and  
happy."
fear,Facing a mad dog.
sadness,My old teacher in primary school died.
disgust,Getting into a crowded bus.
anger,Being rude to somebody who was impolite to me.
joy,My old friend visited me in the university.
fear,Listening to horrot stories at night.
sadness,My uncle died in the Vietnam War.
disgust,Cueing in the students dining hall.
anger,Arguing about price with private shop-assistant.
joy,Scoring a goal in football match.
fear,Finding out that I am not an as able student as I thought.
sadness,Finding out that China is still backward in science.
anger,Doing this pointless questionnaire.
disgust,Insulted by somebody.
anger,I am not doing what I should with this questionnaire.
anger,"Saw in TV that China had the most gold medals in the Asian  
Olympic."
fear,"Just arrived in the university, not knowing anybody."
shame,Insulted by teacher.
sadness,Finding out I am not good looking.
anger,Someone I do not like kept talking to me.
anger,Being rude to someone I do not like.
sadness,Not winning a medal in the swimming contest.
joy,China winning the Asian Olympic.
fear,Before an exam.
disgust,Saw my father with that woman he is married to now.
shame,Had to tell people that my parents are divorced.
guilt,"Not beeing able to stay with my mother for the National Day  
holiday."
joy,Being together with my best friend.
fear,Almost had a bicycle accident.
disgust,My best friend suddenly acting strange towards me.
disgust,Saw someone messing up our room.
sadness,After shouting at a friend.
guilt,Did not do what I promised to do for a friend.
joy,My best friend chosen for your English lectures.
sadness,"Finding out that the class leader can go to your lectures, and  
his English is worse than mine."
shame,"China cannot let you give more lectures because you are needed in  
the specialist clinics. We are so backward in medicine."
guilt,"I hated you for not letting me go and found out that it was not  
your decision."
sadness,Finding out my best friend cannot go to the English lectures.
disgust,"Heard some postgraduate students talking about girls being  
unsiutable to do medicine."
sadness,Failing in an exam.
shame,"Not being able to convince my class leader that my friend is  
better than me to go to the English lectures."
joy,Receiving a letter from a boy I care.
fear,Watching a horror film.
sadness,"My parents do not like my friend and told me not to go out with  
him."
sadness,My grandmother died.
sadness,Failing in an examn because of lazyness.
sadness,Losing my temper to my sister.
joy,Finding out that I can go to your English lectures.
disgust,Being sexually assulted on a bus.
sadness,Finding out that my best friend could not go to university.
disgust,Some boys not cueing in the dining hall.
joy,Watching TV about china is behind in winning gold medals.
joy,Getting into this university.
shame,Being insulted in public.
sadness,A girl I love does not love me.
disgust,Saw some girls dressed up like Americans
shame,Failing university entrance examn.
shame,Not handing in homework in time.
joy,Getting into this university to do medicine.
fear,First time in anatomy.
sadness,"Finding out that China is poor, so we cannot have good reference  
books."
shame,"Foreign students playing loud music in the night before the  
biology examn."
shame,Not doing well in the examn.
joy,Earth crake.
shame,Saw poverty in the countryside.
disgust,Saw Chinese people flattering foreigners.
guilt,Could not help a student who needs help.
fear,Staying alone in the dark.
anger,Being put down by the class leaders.
sadness,Finding out that life span in China is shorter than in the West.
shame,Being insulted in public.
disgust,Insulting other people.
anger,Finding out that I was deceived by a friend.
shame,Not doing well in an examn.
guilt,Failing an examn because I did not work hard enough.
shame,Not acting on my promise.
joy,Finding out that I am not ill (not seriously).
fear,"Finding out that my health condition may be against my attending  
university lectures."
anger,Bought something bad from the shop and they refused to change it.
sadness,Relative's death.
disgust,Saw people quarreling in a bus.
sadness,Running away from a fire.
guilt,Forgot to give a present to my little nephew.
joy,First public speaking.
fear,Going out alone in the dark.
disgust,Saw some young people fighting for seats on a bus.
sadness,My mother's death.
disgust,Saw people spitting in public.
shame,"Went to a lecture about Chinese history and hear about the Opium  
War."
joy,Falling in love.
sadness,My friend will find out that I am in love with her.
anger,Falling in love although she is my friend (angry with myself).
sadness,My friend still trusts me as a friend.
shame,Insulted by a teacher in front of the class.
sadness,Falling in love with a close friend.
joy,Doing unexpectedly well in an examn.
joy,Before the examn.
guilt,"I wanted to borrow lecture notes from a friend and he did not  
lend me them."
anger,"Finding out about the university does not have enough foreign  
currency to buy the yournals in your reference list."
shame,"Someone told me he was chosen for the English lectures because he  
was a good friend of the class leader."
anger,Finding out about Chinese money cannot buy foreign journals.
guilt,Late for a lecture and therefore missed it.
joy,Talking to a close friend.
shame,Insulted for no reason.
sadness,Did badly in an examn.
disgust,Saw a man dressed as a woman.
shame,I may not be clever enough to understand your English lectures.
sadness,One of my best friends was hurt by a girl he loves.
disgust,Saw a very arrogant girl walking like a queen.
shame,China cannot buy your reference.
guilt,"A friend asked to borrow my notes and I did not give them away  
(my notes too badly written)"
sadness,Getting ill.
shame,Failed to be elected to be a class leader.
anger,Father lost his temper at home because he was mistreated at work.
disgust,"Saw someone who picked up a cigarette from the floor and smoked  
it."
shame,Telling a lie.
shame,Not getting the class paper in time for the lecture.
fear,Anatomy lesson and told we have to do it at night sometimes.
guilt,Had an argument with my classmate for borrowed books.
disgust,Saw someone licking his dining bowl.
shame,Criticized in front of the class.
joy,"Found out that the girl I love loves me, too."
fear,Reading a horror story alone.
anger,"Being refused to attend the neuropsychology lecture in the  
medical university."
sadness,My parents told me that they do not like my friend.
disgust,Saw an arrogant girl walking pass by.
